Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Mustafa Ünsal	H	11	Male	Non	Turkish	1970	No	Buskerud	0602	Drammen
Anna Cassandra Brooks	H	12	Female	Norsk		1989	No	Buskerud	0602	Drammen
Terje Menkerud	H	13	Male	Norsk		1966	No	Buskerud	0602	Drammen
Kathinka Bull-Engelstad	H	14	Female	Norsk		1985	No	Buskerud	0602	Drammen
Øystein Rognebakke	H	15	Male	Norsk		1972	No	Buskerud	0602	Drammen
Pia Kristine Prestmo	H	16	Female	Norsk		1973	No	Buskerud	0602	Drammen
Terje Vegard Kopperud	H	17	Male	Norsk		1958	No	Buskerud	0602	Drammen
Herdis Midtbø Hvam	H	18	Female	Norsk		1975	No	Buskerud	0602	Drammen
Tore E. Brath	H	19	Male	Norsk		1949	No	Buskerud	0602	Drammen
Hatice Elmacioglu	H	20	Female	Non	Turkish	1968	No	Buskerud	0602	Drammen
Tor Johannes Helleland	H	21	Male	Norsk		1989	No	Buskerud	0602	Drammen
Camilla Freilem Stenersen	H	22	Female	Norsk		1972	No	Buskerud	0602	Drammen
Tor Knutsen	H	23	Male	Norsk		1956	No	Buskerud	0602	Drammen
Gunhild Figenschau	H	24	Male	Norsk		1964	No	Buskerud	0602	Drammen
Harald Kaldestad	H	25	Male	Norsk		1945	No	Buskerud	0602	Drammen
Sigrid Dyrnes	H	26	Female	Norsk		1947	No	Buskerud	0602	Drammen
Lars Erik Renslo Mehlen	H	27	Male	Norsk		1951	No	Buskerud	0602	Drammen
Jannike Thorsen	H	28	Female	Norsk		1968	No	Buskerud	0602	Drammen
Brynjulf Uppheim	H	29	Male	Norsk		1944	No	Buskerud	0602	Drammen
Jan Christian Skau	H	30	Male	Norsk		1954	No	Buskerud	0602	Drammen
Kari B Møglestue Osnes	H	31	Female	Norsk		1940	No	Buskerud	0602	Drammen
Trond Ingar Østgaard	H	32	Male	Norsk		1963	No	Buskerud	0602	Drammen
Harald Wessel-Berg	H	33	Male	Norsk		1955	No	Buskerud	0602	Drammen
Laila M Klem Tveten	H	34	Female	Norsk		1940	No	Buskerud	0602	Drammen
Egil Ax	H	35	Male	Norsk		1982	No	Buskerud	0602	Drammen
Kjell P Ørmen Johnsen	H	36	Male	Norsk		1988	No	Buskerud	0602	Drammen
Runar Bodahl	H	37	Male	Norsk		1941	No	Buskerud	0602	Drammen
Elisabeth Gjøsæther	H	38	Female	Norsk		1978	No	Buskerud	0602	Drammen
Victor Ektvedt Kjær	H	39	Male	Norsk		1989	No	Buskerud	0602	Drammen
Karl Petter Hermansen	H	40	Male	Norsk		1954	No	Buskerud	0602	Drammen
Nina Beate Lyngvi Lindås	H	41	Female	Norsk		1956	No	Buskerud	0602	Drammen
Egil Johan Bye	H	42	Male	Norsk		1965	No	Buskerud	0602	Drammen
Trude Uv	H	43	Female	Norsk		1958	No	Buskerud	0602	Drammen
Bjarne Robert Schirmer	H	44	Male	Norsk		1928	No	Buskerud	0602	Drammen
Eva Austgulen Aubell	H	45	Female	Norsk		1950	No	Buskerud	0602	Drammen
Frank Steinar Andersen	H	46	Male	Norsk		1933	No	Buskerud	0602	Drammen
Ingerlill Arvei Yngling	H	47	Female	Norsk		1953	No	Buskerud	0602	Drammen
Gunnar Jacob Steen	H	48	Male	Norsk		1958	No	Buskerud	0602	Drammen
Nicolai A. Kirkeng	H	49	Male	Norsk		1985	No	Buskerud	0602	Drammen
Odd Arne Gusrud	KRF	1	Male	Norsk		1946	Yes	Buskerud	0602	Drammen
Wenche Unni R Hafskjold	KRF	2	Female	Norsk		1957	Yes	Buskerud	0602	Drammen
Billy Taranger	KRF	3	Male	Norsk		1948	Yes	Buskerud	0602	Drammen
Fabienne Hunnestad Kornmo	KRF	4	Female	Non	Spanish	1981	No	Buskerud	0602	Drammen
Per Ottar Johansen	KRF	5	Male	Norsk		1939	No	Buskerud	0602	Drammen
Kristian Ask Hammervik	KRF	6	Female	Norsk		1984	No	Buskerud	0602	Drammen
Egil Johan Skretting	KRF	7	Male	Norsk		1932	No	Buskerud	0602	Drammen
Marit Nielsen	KRF	8	Female	Norsk		1944	No	Buskerud	0602	Drammen
Gunnar Dalene	KRF	9	Male	Norsk		1964	No	Buskerud	0602	Drammen
Marit Hagen	KRF	10	Female	Norsk		1948	No	Buskerud	0602	Drammen
Morthen Auke	KRF	11	Male	Norsk		1960	No	Buskerud	0602	Drammen
Tone Berit Moldvær	KRF	12	Female	Norsk		1946	No	Buskerud	0602	Drammen
Jon Einar Hagen	KRF	13	Male	Norsk		1971	No	Buskerud	0602	Drammen
Dagrun Slørdal	KRF	14	Female	Norsk		1942	No	Buskerud	0602	Drammen
Dagfinn Hodt	KRF	15	Male	Norsk		1947	No	Buskerud	0602	Drammen
Gunnar Hafskjold	KRF	16	Male	Norsk		1955	No	Buskerud	0602	Drammen
Berit Koppang	KRF	17	Female	Norsk		1931	No	Buskerud	0602	Drammen
Ola Asbjørn Koppang	KRF	18	Male	Norsk		1926	No	Buskerud	0602	Drammen
Ingrid Holm	KRF	19	Female	Norsk		1935	No	Buskerud	0602	Drammen
Tore Gunnar Grestad	KRF	20	Male	Norsk		1938	No	Buskerud	0602	Drammen
Ivar Kåre Hunnestad	KRF	21	Male	Norsk		1949	No	Buskerud	0602	Drammen
Karl Frode Hilton	KRF	22	Male	Norsk		1945	No	Buskerud	0602	Drammen
Knut Jenserud	KRF	23	Male	Norsk		1927	No	Buskerud	0602	Drammen
Aage Lorentz Braaten	KRF	24	Male	Norsk		1961	No	Buskerud	0602	Drammen
Svein Bakkevold	KRF	25	Male	Norsk		1947	No	Buskerud	0602	Drammen
Erik Halvorsen	R	1	Male	Norsk		1942	No	Buskerud	0602	Drammen
Kari Øverby	R	2	Female	Norsk		1973	No	Buskerud	0602	Drammen
Gunnar-Johan Schei	R	3	Male	Norsk		1975	No	Buskerud	0602	Drammen
Lars Christen Mamen	R	4	Male	Norsk		1971	No	Buskerud	0602	Drammen
Elisabeth Bering	R	5	Female	Norsk		1952	No	Buskerud	0602	Drammen
Jørgen Harboe Wilhelmsen	R	6	Male	Norsk		1970	No	Buskerud	0602	Drammen
Gro I T Horneland	R	7	Female	Norsk		1976	No	Buskerud	0602	Drammen
Elizabeth Schei	R	8	Female	Norsk		1980	No	Buskerud	0602	Drammen
Andre Ruud	R	9	Male	Norsk		1972	No	Buskerud	0602	Drammen
Aina Rakel Ruud	R	10	Female	Norsk		1953	No	Buskerud	0602	Drammen
John Grøthe Helland	R	11	Male	Norsk		1948	No	Buskerud	0602	Drammen
Tarald K Rike	SP	1	Male	Norsk		1955	Yes	Buskerud	0602	Drammen
Erik Borgar Sandvik	SP	2	Male	Norsk		1961	Yes	Buskerud	0602	Drammen
Sonja Berit Sandvik	SP	3	Female	Norsk		1967	Yes	Buskerud	0602	Drammen
Ingar Andreas Steen	SP	4	Male	Norsk		1948	Yes	Buskerud	0602	Drammen
Inger Johanne Hyllseth	SP	5	Male	Norsk		1932	Yes	Buskerud	0602	Drammen
Dag Andreas Gundesø	SP	6	Male	Norsk		1953	Yes	Buskerud	0602	Drammen
Gølin Margrete Leirfall	SP	7	Female	Norsk		1940	Yes	Buskerud	0602	Drammen
Steinar Knutsen	SP	8	Male	Norsk		1965	Yes	Buskerud	0602	Drammen
Goro Halden	SP	9	Female	Norsk		1928	Yes	Buskerud	0602	Drammen
Hans Gundesø	SP	10	Male	Norsk		1941	Yes	Buskerud	0602	Drammen
Eirin Halvorsen Lillehof	SP	11	Male	Norsk		1973	Yes	Buskerud	0602	Drammen
Harald Inge Hindhamar	SP	12	Male	Norsk		1934	Yes	Buskerud	0602	Drammen
Nils Borge	SP	13	Male	Norsk		1965	Yes	Buskerud	0602	Drammen
Jørgen Skjeldrum	SP	14	Male	Norsk		1925	No	Buskerud	0602	Drammen
Gerd Aashild Sauar	SP	15	Female	Norsk		1936	No	Buskerud	0602	Drammen
Hans Petter H L Andersen	SP	16	Male	Norsk		1962	No	Buskerud	0602	Drammen
Ole Jacob Ottesen	SP	17	Male	Norsk		1933	No	Buskerud	0602	Drammen
Rune Kjeldsen	SV	1	Male	Norsk		1955	No	Buskerud	0602	Drammen
Anya Alme	SV	2	Female	Norsk		1972	No	Buskerud	0602	Drammen
Sadi Emeci	SV	3	Female	Non	Turkish	1967	No	Buskerud	0602	Drammen
Haldis Sofie Garnås	SV	4	Female	Norsk		1953	No	Buskerud	0602	Drammen
Bjørn Ragnar Karlsen	SV	5	Male	Norsk		1936	No	Buskerud	0602	Drammen
Hilde Ballière	SV	6	Female	Norsk		1946	No	Buskerud	0602	Drammen
Asif Ullah Khalil	SV	7	Male	Non	Arabic	1975	No	Buskerud	0602	Drammen
Ann Kristin Blomholt	SV	8	Female	Norsk		1972	No	Buskerud	0602	Drammen
Brynjar Thorgersen Nyborg	SV	9	Male	Norsk		1975	No	Buskerud	0602	Drammen
Marit Holemark	SV	10	Female	Norsk		1952	No	Buskerud	0602	Drammen
Paul Erik Engerud	SV	11	Male	Norsk		1956	No	Buskerud	0602	Drammen
Marianne Stensrud	SV	12	Female	Norsk		1959	No	Buskerud	0602	Drammen
Johan Alexander Johansen	SV	13	Male	Norsk		1989	No	Buskerud	0602	Drammen
Patricia Emeci	SV	14	Female	Non	Turkish	1969	No	Buskerud	0602	Drammen
John Walther Bakke	SV	15	Male	Norsk		1936	No	Buskerud	0602	Drammen
Maren Storlien Syltevik	SV	16	Female	Norsk		1980	No	Buskerud	0602	Drammen
Ismet Konjic	SV	17	Male	Non	Turkish	1950	No	Buskerud	0602	Drammen
Bente Elvehjem	SV	18	Male	Norsk		1950	No	Buskerud	0602	Drammen
Tor Arne Bjørn	SV	19	Male	Norsk		1965	No	Buskerud	0602	Drammen
Eilin Ekeland	SV	20	Female	Norsk		1959	No	Buskerud	0602	Drammen
Anders Myhre	SV	21	Male	Norsk		1971	No	Buskerud	0602	Drammen
Jabbar Palani Jafi	SV	22	Male	Non	Arabic	1967	No	Buskerud	0602	Drammen
Anne-Lise Ulriksen	SV	23	Female	Norsk		1956	No	Buskerud	0602	Drammen
Jan Dag Michalsen	SV	24	Male	Norsk		1956	No	Buskerud	0602	Drammen
Liv Elisabeth Havnerås	SV	25	Female	Norsk		1959	No	Buskerud	0602	Drammen
Torkild Alsvik	SV	26	Male	Norsk		1944	No	Buskerud	0602	Drammen
Bjørg Bjørndal	SV	27	Female	Norsk		1929	No	Buskerud	0602	Drammen
Jonny Bugge Persson	SV	28	Male	Norsk		1942	No	Buskerud	0602	Drammen
Nasir Gondal	SV	29	Male	Non	Turkish	1965	No	Buskerud	0602	Drammen
Trond Berget	SV	30	Male	Norsk		1954	No	Buskerud	0602	Drammen
Nina Kristin Fallingen	SV	31	Female	Norsk		1971	No	Buskerud	0602	Drammen
Per Kildal Andersen	SV	32	Male	Norsk		1945	No	Buskerud	0602	Drammen
Helen Bjørnøy	SV	33	Female	Norsk		1954	No	Buskerud	0602	Drammen
Magnar Lund Bergo	SV	34	Male	Norsk		1949	No	Buskerud	0602	Drammen
Eva A Støckert Stabæk	SV	35	Female	Norsk		1943	No	Buskerud	0602	Drammen
Brede Holst	SV	36	Male	Norsk		1951	No	Buskerud	0602	Drammen
Tove Kari Persson	SV	37	Female	Norsk		1944	No	Buskerud	0602	Drammen
Reidar Chr Hyldetoft	SV	38	Male	Norsk		1946	No	Buskerud	0602	Drammen
Tone Mathiesen	SV	39	Female	Norsk		1955	No	Buskerud	0602	Drammen
Thor Kjell Marthinsen	SV	40	Male	Norsk		1926	No	Buskerud	0602	Drammen
Asgeir Osnes	V	1	Male	Norsk		1973	Yes	Buskerud	0602	Drammen
Knut Anders Berg	V	2	Male	Norsk		1972	Yes	Buskerud	0602	Drammen
Inger Falch Johannessen	V	3	Male	Norsk		1943	No	Buskerud	0602	Drammen
Tom Hedalen	V	4	Male	Norsk		1967	No	Buskerud	0602	Drammen
Lillian S Eilertsen	V	5	Female	Norsk		1967	No	Buskerud	0602	Drammen
Muharrem Emeci	V	6	Male	Non	Turkish	1971	No	Buskerud	0602	Drammen
Jannicke Hefjord	V	7	Female	Norsk		1977	No	Buskerud	0602	Drammen
Herulf Johan Johansen	V	8	Male	Norsk		1953	No	Buskerud	0602	Drammen
Semra Ugur	V	9	Female	Non	Arabic	1970	No	Buskerud	0602	Drammen
Espen Odd Hjemdahl	V	10	Male	Norsk		1968	No	Buskerud	0602	Drammen
Stine Bjørndal Osnes	V	11	Female	Norsk		1974	No	Buskerud	0602	Drammen
Thor Chr D Heyerdahl	V	12	Male	Norsk		1970	No	Buskerud	0602	Drammen
Åse Rangsæter Schaug	V	13	Female	Norsk		1971	No	Buskerud	0602	Drammen
Helga Falch Johannessen	V	14	Female	Norsk		1973	No	Buskerud	0602	Drammen
Petter Eriksen	V	15	Male	Norsk		1967	No	Buskerud	0602	Drammen
Monika Knudsen G Winness	V	16	Female	Norsk		1972	No	Buskerud	0602	Drammen
Reidar Reitan	V	17	Male	Norsk		1960	No	Buskerud	0602	Drammen
Claus Haals	V	18	Male	Norsk		1955	No	Buskerud	0602	Drammen
Ernst Tore Eggen	AP	1	Male	Norsk		1946	No	Buskerud	0618	Hemsedal
Vita Kristin Nymoen	AP	2	Female	Norsk		1968	No	Buskerud	0618	Hemsedal
Johan Höglund	AP	3	Male	Norsk		1972	No	Buskerud	0618	Hemsedal
Helene Sagabråten	AP	4	Female	Norsk		1965	No	Buskerud	0618	Hemsedal
John Johansen	AP	5	Male	Norsk		1957	No	Buskerud	0618	Hemsedal
Jette Lassen Ellseth	AP	6	Male	Norsk		1963	No	Buskerud	0618	Hemsedal
Vidar E. Berg	AP	7	Male	Norsk		1953	No	Buskerud	0618	Hemsedal
Therese Østlie	AP	8	Female	Norsk		1977	No	Buskerud	0618	Hemsedal
Svenn Olav Østlie	AP	9	Male	Norsk		1973	No	Buskerud	0618	Hemsedal
Tormod S. Røren	AP	10	Male	Norsk		1952	No	Buskerud	0618	Hemsedal
Tor Grøthe	FRP	1	Male	Norsk		1968	No	Buskerud	0618	Hemsedal
Tove Børresen	FRP	2	Female	Norsk		1962	No	Buskerud	0618	Hemsedal
Bernt Müller	FRP	3	Male	Norsk		1946	No	Buskerud	0618	Hemsedal
Anita Løken	FRP	4	Female	Norsk		1959	No	Buskerud	0618	Hemsedal
Bjørn Kristian Gulbrandsen	FRP	5	Male	Norsk		1984	No	Buskerud	0618	Hemsedal
Arnt Ove Helland	FRP	6	Male	Norsk		1967	No	Buskerud	0618	Hemsedal
Jarle Bu	FRP	7	Male	Norsk		1967	No	Buskerud	0618	Hemsedal
Stine Sjursen	FRP	8	Female	Norsk		1969	No	Buskerud	0618	Hemsedal
Kristian Haugo	FRP	9	Female	Norsk		1985	No	Buskerud	0618	Hemsedal
Lars Erik Eikre	FRP	10	Male	Norsk		1985	No	Buskerud	0618	Hemsedal
Vidar Ødegård	FRP	11	Male	Norsk		1964	No	Buskerud	0618	Hemsedal
Morten Gulbrandsen	FRP	12	Male	Norsk		1960	No	Buskerud	0618	Hemsedal
Odd Holde	H	1	Male	Norsk		1949	Yes	Buskerud	0618	Hemsedal
Ellen Møllerplass Mythe	H	2	Female	Norsk		1976	Yes	Buskerud	0618	Hemsedal
Jan Egil Halbjørhus	H	3	Male	Norsk		1974	Yes	Buskerud	0618	Hemsedal
Camilla Cecilie Underland	H	4	Female	Norsk		1976	Yes	Buskerud	0618	Hemsedal
Odd Bekkevold	H	5	Male	Norsk		1946	Yes	Buskerud	0618	Hemsedal
Olaug Skaret Lund	H	6	Male	Norsk		1960	Yes	Buskerud	0618	Hemsedal
Yngve Dokk	H	7	Male	Norsk		1978	Yes	Buskerud	0618	Hemsedal
Elisabeth Anderdal	H	8	Female	Norsk		1968	Yes	Buskerud	0618	Hemsedal
Runar O Sletten Bjøberg	H	9	Male	Norsk		1965	Yes	Buskerud	0618	Hemsedal
Hanne Øverby	H	10	Female	Norsk		1976	Yes	Buskerud	0618	Hemsedal
Espen Eliassen	H	11	Male	Norsk		1961	Yes	Buskerud	0618	Hemsedal
Iren Halbjørhus	H	12	Male	Norsk		1978	Yes	Buskerud	0618	Hemsedal
Torbjørn S. Ålrust	H	13	Male	Norsk		1951	Yes	Buskerud	0618	Hemsedal
Matilda Edvinsson	H	14	Female	Norsk		1973	Yes	Buskerud	0618	Hemsedal
Ole Johnny Ødegård	H	15	Male	Norsk		1962	Yes	Buskerud	0618	Hemsedal
Marian Melkevik	H	16	Female	Norsk		1967	Yes	Buskerud	0618	Hemsedal
Stian Møllerplass	H	17	Male	Norsk		1977	Yes	Buskerud	0618	Hemsedal
Tove Lystad	H	18	Male	Norsk		1946	Yes	Buskerud	0618	Hemsedal
Richard Taraldsen	H	19	Male	Norsk		1983	No	Buskerud	0618	Hemsedal
Øystein Embretsen	H	20	Male	Norsk		1976	No	Buskerud	0618	Hemsedal
Inger Marit Storejordet Folland	H	21	Female	Norsk		1971	No	Buskerud	0618	Hemsedal
Tore Flaget	H	22	Male	Norsk		1966	No	Buskerud	0618	Hemsedal
Torild Westerbø	H	23	Female	Norsk		1964	No	Buskerud	0618	Hemsedal
Olav Støyten	KRF	1	Male	Norsk		1963	No	Buskerud	0618	Hemsedal
Signe Lise Hovig Jordheim	KRF	2	Female	Norsk		1960	No	Buskerud	0618	Hemsedal
Håvard Venås	KRF	3	Male	Norsk		1963	No	Buskerud	0618	Hemsedal
Monika Randar	KRF	4	Female	Norsk		1974	No	Buskerud	0618	Hemsedal
Endre Ulsaker	KRF	5	Male	Norsk		1970	No	Buskerud	0618	Hemsedal
Margun Høydal Mythe	KRF	6	Female	Norsk		1962	No	Buskerud	0618	Hemsedal
Ole Juven	KRF	7	Male	Norsk		1935	No	Buskerud	0618	Hemsedal
Marianne Mythe Røren	KRF	8	Female	Norsk		1977	No	Buskerud	0618	Hemsedal
Øyvind Thorset	KRF	9	Male	Norsk		1975	No	Buskerud	0618	Hemsedal
Haldis Løken	KRF	10	Female	Norsk		1943	No	Buskerud	0618	Hemsedal
Jan-Fredrik Raastad	KRF	11	Male	Norsk		1934	No	Buskerud	0618	Hemsedal
Oddvar Grøthe	SP	1	Male	Norsk		1952	No	Buskerud	0618	Hemsedal
Tove Eggen Lien	SP	2	Female	Norsk		1958	No	Buskerud	0618	Hemsedal
Sveinung Halbjørhus	SP	3	Male	Norsk		1966	No	Buskerud	0618	Hemsedal
Ingrid Jordheim Brenna	SP	4	Female	Norsk		1956	No	Buskerud	0618	Hemsedal
Kjell Reidar Kristiansen	SP	5	Male	Norsk		1953	No	Buskerud	0618	Hemsedal
Marianne Viljugrein	SP	6	Female	Norsk		1968	No	Buskerud	0618	Hemsedal
Pål Terje Rørby	SP	7	Male	Norsk		1971	No	Buskerud	0618	Hemsedal
Viel Ribberud	SP	8	Female	Norsk		1965	No	Buskerud	0618	Hemsedal
Hallgeir Ulsaker	SP	9	Male	Norsk		1981	No	Buskerud	0618	Hemsedal
Torgunn Grøndalen Huso	SP	10	Female	Norsk		1967	No	Buskerud	0618	Hemsedal
Petter Brennhovd	SP	11	Male	Norsk		1976	No	Buskerud	0618	Hemsedal
Ingebjørg Kristiansen	SP	12	Female	Norsk		1954	No	Buskerud	0618	Hemsedal
Halvar Hjelmen	SP	13	Male	Norsk		1975	No	Buskerud	0618	Hemsedal
Ove Yrstad Vøllo	SP	14	Male	Norsk		1985	No	Buskerud	0618	Hemsedal
Anita Bækken	SP	15	Female	Norsk		1968	No	Buskerud	0618	Hemsedal
Knut H. Ulsaker	SP	16	Male	Norsk		1948	No	Buskerud	0618	Hemsedal
Nina Oleanne Ulsaker	SP	17	Female	Norsk		1963	No	Buskerud	0618	Hemsedal
Ole Magne Embre	SP	18	Male	Norsk		1959	No	Buskerud	0618	Hemsedal
Torjus Lien	SP	19	Male	Norsk		1986	No	Buskerud	0618	Hemsedal
Hans G Engebretsgård	SP	20	Male	Norsk		1974	No	Buskerud	0618	Hemsedal
Anne Ulsaker Bækken	SP	21	Female	Norsk		1946	No	Buskerud	0618	Hemsedal
Anders Olav Vøllo	SP	22	Male	Norsk		1956	No	Buskerud	0618	Hemsedal
Martin Lindal	SV	1	Male	Norsk		1950	Yes	Buskerud	0618	Hemsedal
Helga Søland	SV	2	Female	Norsk		1959	Yes	Buskerud	0618	Hemsedal
Sylfest Laingen	SV	3	Male	Norsk		1949	Yes	Buskerud	0618	Hemsedal
Kirsten Lund	SV	4	Female	Norsk		1953	Yes	Buskerud	0618	Hemsedal
Kjell Snerte	SV	5	Male	Norsk		1938	Yes	Buskerud	0618	Hemsedal
Siri Thorson	SV	6	Female	Norsk		1988	Yes	Buskerud	0618	Hemsedal
Ellen Kure	SV	7	Female	Norsk		1973	No	Buskerud	0618	Hemsedal
Gunnar Kristiansen	SV	8	Male	Norsk		1984	No	Buskerud	0618	Hemsedal
Frank Jonsrud	SV	9	Male	Norsk		1953	No	Buskerud	0618	Hemsedal
Bjørg Røynås	SV	10	Male	Norsk		1952	No	Buskerud	0618	Hemsedal
Ingebjørg Sletto	SV	11	Female	Norsk		1950	No	Buskerud	0618	Hemsedal
Geir Hagen	SV	12	Male	Norsk		1967	No	Buskerud	0618	Hemsedal
Lilian Nielsen	SV	13	Female	Norsk		1966	No	Buskerud	0618	Hemsedal
Jon Storeide	SV	14	Male	Norsk		1967	No	Buskerud	0618	Hemsedal
Tori Snerte	SV	15	Female	Norsk		1971	No	Buskerud	0618	Hemsedal
Ragnhild Helander-Olsen	DEMN	1	Female	Norsk		1953	No	Buskerud	0626	Lier
Kåre Johnny Westberg	DEMN	2	Male	Norsk		1964	No	Buskerud	0626	Lier
Øystein Eide	DEMN	3	Male	Norsk		1946	No	Buskerud	0626	Lier
Helge Blystad	DEMN	4	Male	Norsk		1956	No	Buskerud	0626	Lier
Torild Enåsen	DEMN	5	Male	Norsk		1952	No	Buskerud	0626	Lier
John Arne Gunnerud	DEMN	6	Male	Norsk		1954	No	Buskerud	0626	Lier
Bjørn Ivar Martinsen	DEMN	7	Male	Norsk		1953	No	Buskerud	0626	Lier
Tonje Kristin Evju	AP	1	Female	Norsk		1967	No	Buskerud	0626	Lier
Bård Strand	AP	2	Male	Norsk		1963	No	Buskerud	0626	Lier
Tone Elisabeth Svendsen	AP	3	Female	Norsk		1963	No	Buskerud	0626	Lier
Mathias Birger Dannevig	AP	4	Male	Norsk		1949	No	Buskerud	0626	Lier
Anne Lise Iversen	AP	5	Female	Norsk		1939	No	Buskerud	0626	Lier
Alexander S Cascio	AP	6	Male	Norsk		1985	No	Buskerud	0626	Lier
Aud-Harriet Kolberg	AP	7	Female	Norsk		1945	No	Buskerud	0626	Lier
Lars Erik Petersen	AP	8	Male	Norsk		1956	No	Buskerud	0626	Lier
Savikaran Kaur Kahlon	AP	9	Female	Non	Indian	1981	No	Buskerud	0626	Lier
Frode Richard Mathisen	AP	10	Male	Norsk		1951	No	Buskerud	0626	Lier
Liv Jorunn Reiersgård	AP	11	Female	Norsk		1949	No	Buskerud	0626	Lier
Knut Røssum	AP	12	Male	Norsk		1954	No	Buskerud	0626	Lier
Mirza Maria Maldonado	AP	13	Male	Non	Persian	1951	No	Buskerud	0626	Lier
Knut Mørkeseth	AP	14	Male	Norsk		1959	No	Buskerud	0626	Lier
Toril Kristine Støle	AP	15	Female	Norsk		1949	No	Buskerud	0626	Lier
Paul Christian Justad	AP	16	Male	Norsk		1964	No	Buskerud	0626	Lier
Cathrine Armas Baadstø	AP	17	Female	Norsk		1988	No	Buskerud	0626	Lier
Geir Asle Granås	AP	18	Male	Norsk		1961	No	Buskerud	0626	Lier
Kirsten Hørthe	AP	19	Female	Norsk		1959	No	Buskerud	0626	Lier
Sven Tore Andersson	AP	20	Male	Norsk		1966	No	Buskerud	0626	Lier
Hildegunn Redalen	AP	21	Female	Norsk		1945	No	Buskerud	0626	Lier
Roger Raknerud	AP	22	Male	Norsk		1939	No	Buskerud	0626	Lier
Gunn Bjørg Lura	AP	23	Female	Norsk		1952	No	Buskerud	0626	Lier
Knut Ingebrigt Ølberg	AP	24	Male	Norsk		1940	No	Buskerud	0626	Lier
Tone I Bøhler Stugaard	AP	25	Female	Norsk		1956	No	Buskerud	0626	Lier
Tor Birger Jeppesen	AP	26	Male	Norsk		1957	No	Buskerud	0626	Lier
Ann Kristin Martinsen	AP	27	Female	Norsk		1957	No	Buskerud	0626	Lier
Asbjørn Sæterdalen	AP	28	Male	Norsk		1942	No	Buskerud	0626	Lier
Svein Ole Grøterud	AP	29	Male	Norsk		1961	No	Buskerud	0626	Lier
Kjell Egil Leret	AP	30	Male	Norsk		1932	No	Buskerud	0626	Lier
Stein Olav Bredli	AP	31	Male	Norsk		1969	No	Buskerud	0626	Lier
Svein Reidar Stugaard	AP	32	Male	Norsk		1954	No	Buskerud	0626	Lier
Rune Ask	AP	33	Male	Norsk		1964	No	Buskerud	0626	Lier
Tor Magne Bremserud	AP	34	Male	Norsk		1946	No	Buskerud	0626	Lier
Tov Hasler Tovsen	AP	35	Male	Norsk		1951	No	Buskerud	0626	Lier
Kjell Olav H Marcussen	FRP	1	Male	Norsk		1965	Yes	Buskerud	0626	Lier
Bjørg Myran	FRP	2	Female	Norsk		1951	Yes	Buskerud	0626	Lier
Knut Eilert Sørnes	FRP	3	Male	Norsk		1954	No	Buskerud	0626	Lier
Harald Stav	FRP	4	Male	Norsk		1943	No	Buskerud	0626	Lier
Fritz Arne Liudalen	FRP	5	Male	Norsk		1943	No	Buskerud	0626	Lier
Ann K Tangedal Finsveen	FRP	6	Female	Norsk		1962	No	Buskerud	0626	Lier
Inger Karin Liudalen	FRP	7	Female	Norsk		1948	No	Buskerud	0626	Lier
Daniel Kim Eråk	FRP	8	Male	Norsk		1986	No	Buskerud	0626	Lier
Lars Haugen	FRP	9	Male	Norsk		1967	No	Buskerud	0626	Lier
Eva Margareth Kristiansen	FRP	10	Female	Norsk		1943	No	Buskerud	0626	Lier
Kjell Fjeld	FRP	11	Male	Norsk		1931	No	Buskerud	0626	Lier
Inger Sofie Sørensen Kjær	FRP	12	Female	Norsk		1947	No	Buskerud	0626	Lier
Frank Hugo D Kristiansen	FRP	13	Male	Norsk		1943	No	Buskerud	0626	Lier
Sakari Kuorikoski	FRP	14	Male	Non	Finnish	1946	No	Buskerud	0626	Lier
Morten Svenningsen	FRP	15	Male	Norsk		1968	No	Buskerud	0626	Lier
Kristine Sørnes	FRP	16	Male	Norsk		1975	No	Buskerud	0626	Lier
Per Guthorm Vemork	FRP	17	Male	Norsk		1941	No	Buskerud	0626	Lier
Gisle Finsveen	FRP	18	Female	Norsk		1966	No	Buskerud	0626	Lier
Ulla Margareta Nævestad	H	1	Female	Norsk		1945	Yes	Buskerud	0626	Lier
Søren Falch Zapffe	H	2	Male	Norsk		1949	Yes	Buskerud	0626	Lier
Terje Sagvolden	H	3	Male	Norsk		1945	Yes	Buskerud	0626	Lier
Line Mathilde Espedal	H	4	Female	Norsk		1980	Yes	Buskerud	0626	Lier
Bodil Borgeraas	H	5	Female	Norsk		1944	Yes	Buskerud	0626	Lier
Per Hægstad	H	6	Male	Norsk		1949	Yes	Buskerud	0626	Lier
Jostein Spangen Hoset	H	7	Male	Norsk		1969	Yes	Buskerud	0626	Lier
Karl Oluf Bellen	H	8	Male	Norsk		1945	Yes	Buskerud	0626	Lier
Helene Justad	H	9	Female	Norsk		1951	Yes	Buskerud	0626	Lier
Ryno Andersen	H	10	Male	Norsk		1958	Yes	Buskerud	0626	Lier
Mona Skaar Thorsrud	H	11	Female	Norsk		1949	Yes	Buskerud	0626	Lier
Per-Otto Olsen	H	12	Male	Norsk		1940	Yes	Buskerud	0626	Lier
Arne Jørstad	H	13	Male	Norsk		1945	Yes	Buskerud	0626	Lier
